Lon	Lat	h	gravity disturbance(mGal)
15.505	43.02	2500	-9.06435660788
15.574	42.976	2500	-12.68268463619
15.643	42.932	2500	-15.16853298256
15.712	42.888	2500	-16.3608631258
15.781	42.844	2500	-17.58970586341
15.85	42.8	2500	-16.64513455317
15.919	42.756	2500	-11.07736222608
15.988	42.712	2500	-4.209332528227
16.057	42.668	2500	0.2338164488691
16.126	42.624	2500	3.902055235194
16.195	42.58	2500	8.623861414137
16.264	42.536	2500	13.40883459022
16.333	42.492	2500	18.64918432162
16.402	42.448	2500	25.33682749704
16.471	42.404	2500	31.62990263714
16.54	42.36	2500	35.98517599315
16.609	42.316	2500	39.91964190373
16.678	42.272	2500	44.71571148343
16.747	42.228	2500	48.74789547529
16.816	42.184	2500	48.85539661945
16.885	42.14	2500	44.18760429381
16.954	42.096	2500	38.68280669046
17.023	42.052	2500	35.91214897902
17.092	42.008	2500	33.17634408582
17.161	41.964	2500	27.70559028971
17.23	41.92	2500	23.18291322876
17.299	41.876	2500	21.90742097827
17.368	41.832	2500	19.79705165542
17.437	41.788	2500	15.53478475422
17.506	41.744	2500	13.26929635521
17.575	41.7	2500	13.76805080469
17.644	41.656	2500	13.02039905671
17.713	41.612	2500	8.217659974719
17.782	41.568	2500	0.3849204304629
17.851	41.524	2500	-5.495867889849
17.92	41.48	2500	-6.077638310842
17.989	41.436	2500	-7.043455991784
18.058	41.392	2500	-14.19498228401
18.127	41.348	2500	-21.39638373979
18.196	41.304	2500	-22.75978749147
18.265	41.26	2500	-24.4749828525
18.334	41.216	2500	-29.98290130947
18.403	41.172	2500	-33.11848697525
18.472	41.128	2500	-33.69528051334
18.541	41.084	2500	-36.57505406593
18.61	41.04	2500	-38.14557125263
18.679	40.996	2500	-34.62589723018
18.748	40.952	2500	-30.78316209422
18.817	40.908	2500	-28.63829568369
18.886	40.864	2500	-26.30463707636
18.955	40.82	2500	-26.46048382164
19.024	40.776	2500	-28.60080207459
19.093	40.732	2500	-27.22687735837
19.162	40.688	2500	-25.60598789074
19.231	40.644	2500	-28.97570984732
19.3	40.6	2500	-30.3117355184
12.024	44.976	2500	1.961022494257
